,var_ave,var_var,ave_ave,ave_var
2000,0.1889581049418584,0.009061156993586457,20.66093354744831,15.769032367134326
2005,0.19051505827430254,0.00968563371478059,19.93541352731456,31.92297264743972
2010,0.18845623107176512,0.009072238976628432,20.836817435004917,18.366990691186537
1990,0.18818824075357513,0.009229759071267002,21.51305434422722,50.40063901927885
1995,0.1893036537989108,0.009307100178478177,21.788217816928093,53.414904453379926
2000,0.1884007260966543,0.008959060630686619,21.33171314199826,39.13119453973712
2005,0.1871854613857557,0.00883909896058758,20.628792831734774,48.3111804541958
2010,0.18945003394783536,0.009122678890649716,22.06276267809002,40.646823787491826
1990,0.18906070332880623,0.009244952270892044,4.0234033534672475,2.6579232469376213
1995,0.18831123159829144,0.009058619528074529,3.526400299470676,1.953114961891813
2000,0.1863697689470775,0.00871507976080661,3.39027281864731,1.3075030961064076
2005,0.190030725148401,0.00917640449806397,3.581259866761175,2.1763859358022724
2010,0.1885556193431202,0.009116902196398685,3.2259698469405644,1.0133329485944682
1990,0.1882343192205302,0.008979762883901484,998.1533244313397,276.8388585986283
1995,0.1869891049139918,0.008870873790098068,992.628301240979,197.99718400995067
2000,0.18875218932034277,0.008990019462145619,993.2170005923206,170.73591715172418
2005,0.1897453434160401,0.009179102461726768,994.196005258988,232.4111257331518
2010,0.19477417086037252,0.010804029757274866,985.6162172040048,2024.4497283197406
1990,0.19119292113081957,0.009499469471901808,64.11253576528846,42.067357704649275
1995,0.18951531690820514,0.009208613003961736,62.2598267171016,39.833126639421735
2000,0.18803389931024034,0.008901101970231343,61.22002035081041,49.98823521966063
2005,0.1901317819988329,0.009294066264938566,60.52329866546313,46.317093187903055
2010,0.18707645197888925,0.008825967934513537,61.35962804338873,50.263691672675975
1990,0.1870489167382714,0.008834571676443453,17.396974090798917,59.310751280086144
1995,0.1875539832399245,0.008907113690915765,16.540085104802433,66.3214428023815
2000,0.19653471413125767,0.01146220866869489,16.994282139807705,71.31611132577284
2005,0.19235754897324872,0.00955040949552642,16.429156501595592,74.778575282067
2010,0.18799841298262684,0.009013300059291959,17.686098104010476,64.94562394164033
1990,0.18845587970419458,0.00899152827157098,20.902182276422202,68.09175480487554
1995,0.18955897096137125,0.009192136406743781,20.407547397199455,66.6405966137156
2000,0.191380755096625,0.009458078657098638,21.379671102757776,79.47453456330301
2005,0.18942594867562695,0.009211939153931412,21.264979971254476,77.47811083732917
2010,0.19108709793731438,0.00950431482312229,21.26083774038395,64.26929712752492
1990,0.19650365001242948,0.010461059738289546,13.955979484873442,65.26665971294125
1995,0.18859285929067976,0.009017788396039516,13.135200533337256,65.30825205501714
2000,0.19317619948119039,0.010097147619077089,13.815682174321037,66.32114791804645
2005,0.18878458443467544,0.009070288355189008,13.584480115170676,73.02747794563076
2010,0.19053472991101958,0.009555727109620294,13.92656468373869,69.12725373960066
1990,0.1881589250890133,0.00894635253473214,14.489480530097074,65.61445689857743
1995,0.1893004880637146,0.009196513433179036,12.966134747717959,55.871780957620985
2000,0.1893153566278042,0.009393851671983157,13.27838389162164,51.591565101613426
2005,0.18881450810420533,0.009070013867813056,14.296075571174745,54.91401483618093
2010,0.18898521283475847,0.009070122273257918,13.658496450477738,59.66650059723872
1990,0.18705855997604437,0.008842857192033642,,
1995,0.18653350148447767,0.008778885531707152,,
2000,0.18937048610334048,0.009139423962526011,2.2313673174539166,1.438204472622456
2005,0.19069545032387408,0.00938005948979598,1.831267787954907,1.7661976883899362
2010,0.18971091510981064,0.009423136326175047,2.555616946570967,2.18390280385682
1990,0.1880922852922469,0.009071662082942819,998.2233431091934,516.5502986383312
1995,0.1867831485572579,0.008839638622526343,997.7680055722865,323.1086393713555
2000,0.19051957872713216,0.009298000330140905,996.2998053475087,211.55602999417803
2005,0.18845054860770818,0.0090644431490275,995.7895663288077,383.36206592231713
2010,0.18982256439912007,0.009707725057979903,991.3744921096906,1208.0065743334333
1990,0.18859634797617053,0.009113333341736198,68.9680957710755,93.3964331746367
1995,0.1889801483814217,0.009093756456436878,69.20648863399367,42.124730887862775
2000,0.18812689512389583,0.008926228595884642,72.54970394996482,75.1930929649002
2005,0.1900467202158617,0.009611397479707023,65.62016983734354,41.69346545126225
2010,0.19050600067577192,0.009339380366141514,65.66067038257596,46.63304565053658
1990,0.19154789610799824,0.00975432257472918,10.473447080725427,69.71437522145342
1995,0.18963816013809245,0.009233329812056221,8.890353866690276,74.37315859805388
2000,0.18921988705390522,0.009179787977161626,8.744392053337343,91.81450851167354
2005,0.19011909397702062,0.009565839407227926,8.639062657405766,91.06316107820705
2010,0.18890795850197462,0.009181234494866042,9.579025909003509,85.66469495619602
1990,0.1875270533477257,0.008912910061829402,13.915918968818229,81.1961745930507
1995,0.18801828365694861,0.008950745954633877,12.527800033658293,81.21882490044614
2000,0.19093964105256658,0.009294527784521056,12.461680190488801,116.19937522825059
2005,0.1892541080714336,0.009114656886072995,12.896155973462314,106.59894817804513
2010,0.18961063480319276,0.009126034220070033,13.141569976681296,118.49832984038977
1990,0.1895391892923141,0.009570359488090707,6.446438217554557,73.07572815613673
1995,0.19181627120006187,0.009940341058886698,5.560918389379662,80.2751494034798
2000,0.1872484743404884,0.008905518338178429,5.453408462150326,105.07835568537438
2005,0.19068455426586273,0.009304590648454328,5.257495756686369,82.08931730553958
2010,0.1880512739272676,0.008968617731470284,6.307311468178131,94.08096936701291
1990,0.18732369404081214,0.00886105631486092,9.956442417157264,30.655753131950725
1995,0.18667973046046116,0.008808247753858816,9.762069700203764,30.930379721117884
2000,0.18739717551052867,0.008824323438650281,10.198269506083143,47.2572443292551
2005,0.18873911898721757,0.009175925266009018,9.349514840346231,34.988106806463165
2010,0.18934405031438606,0.009144385047818376,10.279129222912438,51.75344904615335
1990,0.18894225017020505,0.009060804359209045,3.1522005557574038,3.1906153398148973
1995,0.18807653546047054,0.008948690640065957,4.605851637019816,5.268530869979808
2000,0.1897507388663728,0.009455077357626704,4.377430297079253,5.8769110975529335
2005,0.1884779127948726,0.009088329838629807,3.6961241748036895,6.16249480061037
2010,0.1930642912188299,0.009879765757046062,3.838322380674013,4.453187099237234
1990,0.187333298597913,0.008893393118494092,997.7332370782708,326.6035980696775
1995,0.18882576632602,0.009059028759884314,996.5037362235721,209.26945277289002
2000,0.18921248818535122,0.009130958445674223,993.4832450304231,508.9159590057397
2005,0.18719848185292268,0.008896479705962565,995.4170558940513,269.3989570306447
2010,0.1966928164518445,0.011429488159781434,985.2137263834653,2513.2980900768025
1990,0.18679324427431576,0.008803953813224281,60.557205941845055,71.14903457354687
1995,0.19252574999522454,0.010312493723365823,59.76009437197732,148.63527077517853
2000,0.19019149641031693,0.009516772026525693,61.25677339232248,203.73860088871962
2005,0.1878745615917409,0.008957813825164765,58.416564939824866,150.28208761082342
2010,0.1971434523298573,0.011643583564746849,57.23193556084014,171.77512024472364
1990,0.18909827149836017,0.00921246707339126,16.83241414109504,53.49107723196783
1995,0.1890044890946068,0.009224677876810871,16.29468417647485,60.51187182052686
2000,0.188808684803373,0.009003992211291657,17.058811925779743,59.54164315006797
2005,0.1882730353930365,0.0090802712402854,16.1941798988862,56.16795232230635
2010,0.18780343889457043,0.00900827253602228,16.48165944961585,61.088341454463674
1990,0.18960036571451075,0.009129966357597559,20.18318876536209,52.97916683079192
1995,0.19009459077535668,0.009218985802330153,20.10936577214326,51.25172833455582
2000,0.1912964664869753,0.009586114104372824,20.39975338502176,55.63760688675704
2005,0.18982577632885939,0.00934733129263972,19.38623515877939,67.49298131580385
2010,0.19248696391621567,0.009493768820180739,20.334649566988176,63.87206715074943
1990,0.18878431570013976,0.009220758178846454,13.688850677172107,57.99419044821094
1995,0.1908222413604152,0.009543380385926562,13.11386899995505,61.90187573541189
2000,0.1894855104430371,0.00924768162196392,13.37481862290622,62.723819188630905
2005,0.19287227044264613,0.010484591883834875,12.54602101152104,66.33831064026094
2010,0.19807647516206825,0.011271837526324404,13.499670676244946,68.30860213498917
1990,0.1901862674305502,0.009221334759058666,14.089167808801886,43.991541277412004
1995,0.18948317664801104,0.009404806425457466,12.997634946769825,65.37318259552283
2000,0.1891685104775377,0.009387395567878608,13.757517475445047,74.33317263760388
2005,0.18829337691546438,0.008993454231634843,12.715957674907209,59.05249029603441
2010,0.19131414320867124,0.009863196346446529,13.741879502057568,67.637598720217
1990,0.18889099919927912,0.009103676633718014,2.9228691759684344,2.681009412684514
1995,0.18844154668331636,0.009078797412265914,3.0759018410189105,2.001728614296544
2000,0.18864081711214786,0.009135544948470617,2.2357933059813635,0.8611246656524955
2005,0.1939487188695392,0.01016336300675923,2.0726633947494415,1.274098635814798
2010,0.18683841288328307,0.00881057346529319,1.9975414943819378,2.12467499112535
